seed,input,predicted_label,predicted_explanation
2796,A young boy in a red jacket and a child in a blue jacket sitting on the bank next to water. The children are watching the water.,neutral,the children are watching the water.
2796,A small girl is unwrapping a green present with toys strewn around. It's Christmas,neutral,it's not Christmas.
2796,"An African Boy Is Looking Out From A Wooden Enclosure, He Is Wearing A Chain Necklace. The African boys looks through the wooden bars, waiting for his captor.",neutral,"the African boy is looking out from the wooden enclosure, he is wearing a chain necklace."
2796,The little boy is in the park near a duck. The little boy is feeding a duck in the park.,neutral,the little boy is not feeding a duck in the park.
2796,A large amount of persons flying kites in a park. a lot of kids are dlying kites on easter.,neutral,a lot of people are flying kites in a park.
2796,a man scales the large rock. The man is using climbing equipment to scale a rock.,neutral,the man is using climbing equipment to scale the large rock.
2796,Someone in a red and white uniform is driving a red and white motorcycle down a track with the front wheel in the air. A man does stunts on a motorcycle.,neutral,a man does stunts on a motorcycle.
2796,Two police officers are sitting on motorcycles in the road. the police are waiting,neutral,the police are waiting.
2796,An audience cheers at a concert. An audience making noise at a Weezer concert.,neutral,the audience cheers is not a sound
2796,A customer places his order at Quiznos while another customer looks on. The second person in line is nosy.,neutral,the second person in line is nosy.
2796,"This man holds a teddy bear by the nostrils with one hand, and a microphone in the other. A man is going to entertain people with a teddy bear as a prompt",neutral,a man is not going to entertain people with a teddy bear as a prompt.
2796,A black dog is running through a wooded area. A black dog with a red collar.,neutral,a black dog with a red collar is running through a wooded area.
2796,A man wearing a blue shirt with black stripes and a woman who is wearing a white jacket are walking down a narrow pathway A man and a woman are walking side by side down a narrow path underneath the stars.,neutral,the man and woman are walking side by side down a narrow path under the stars.
2796,It's Summer time and two girls play with bubbles near a boat dock. The water is cool.,neutral,the water is cool.
2796,A small child in a coat looks out over the lake of a park in the fall. A child is about to go swimming in the lake.,neutral,the child is not swimming in the lake.
2796,A group of people are watching something. A group of people are whale watching.,neutral,a group of people are watching something.
2796,A woman is eating at a table as people walk by. A woman is eating her meal at a resturant.,neutral,a woman is eating her meal at a table as people walk by.
2796,A baby crying about getting their diaper changed. the baby is tired,neutral,the baby is tired.
2796,People dressed in colorful outfits are gathered together. People wore cosplay costumes to the party.,neutral,people dressed in colorful outfits are gathered together.
2796,A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed. A young woman is happily holding a newborn.,neutral,the young woman is holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed.
2796,"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant. It is Halloween in the photo.",neutral,it is not Halloween in the photo.
2796,A man with a plaid shirt and green hat mows the lawn near the sidewalk. A man tidying up his moms yard.,neutral,a man mows the lawn is a man tidying up his moms yard.
2796,A group of people standing on a sidewalk. The people are waiting for the bus.,neutral,the people are not waiting for the bus.
2796,A taxi is trying to drive on a street amidst a crowd of people. The taxi is going to pick up a customer.,neutral,the taxi is trying to drive on a street amidst a crowd of people.
2796,"Two people, one in light jeans and a striped shirt, are playing pool. THe friends play pool",neutral,the friends are playing pool
2796,Workers are arranging a window and some lumber along the ground. The workers are day laborers.,neutral,the workers are day laborers and not day laborers who are day laborers
2796,A goalie is watching the action during a soccer game. The goalie is sitting in the highest bench of the stadium.,neutral,the goalie is sitting in the highest bench of the stadium.
2796,A lady siting on the ground cutting decorating out a white sheet. The woman is a designer,neutral,the woman is a designer.
2796,Two pedestrians walking past a sidewalk cafe on a cobblestone street. two pedestrians walk on a cobblestone road past a cafe in France,neutral,two pedestrians walking past a sidewalk cafe on a cobblestone road is not a sidewalk cafe.
2796,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.,neutral,the other person is not trying to start a fire.
2796,"A large black and white dog is catching a Frisbee in the park with a crowd of people behind him. The people at the park are not impressed with the dog playing Frisbee, as misses the catch.",neutral,the people behind the dog are not impressed with the dog playing Frisbee.
2796,People laying in massage chairs People enjoy the demo of the stores new massage chairs.,neutral,people are laying in massage chairs
2796,a woman and her dog sitting at an outdoor cafe table A blind woman and her guide dog have lunch at an outdoor cafe.,neutral,the blind woman and her dog sit at an outdoor cafe table.
2796,A couple is a standing together the woman is adjusting a flower on the man's lapel and they are dressed in wedding apparel. People are going to a family wedding.,neutral,the couple is not going to a wedding.
2796,A woman smiling while on a bicycle. A woman is smiling on her bicycle as cars drive past her.,neutral,a woman is not smiling on her bicycle
2796,"A woman, wearing a white shirt and green shorts, sitting on a rock in a beautiful body of water. The woman is going iceskating.",contradiction,the woman is not sitting on a rock in a beautiful body of water.
2796,Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen. The woman is alone in her bathroom.,contradiction,the woman is not in her bathroom.
2796,"Two men not wearing any pants are sitting next to each other, both reading, on public transportation. The two men step off the bus.",contradiction,"the two men are not sitting next to each other, both reading."
2796,A woman in a striped shirt posing for the camera while another woman holding a drink looks on. Another woman is eating a sandwich.,contradiction,another woman is eating a sandwich and another woman is holding a drink.
2796,Blurry people walking in the city at night. Seven people dancing in a nightclub.,contradiction,seven people dancing in a nightclub are dancing in a nightclub.
2796,"Men walk in line carrying things. The men set lazily beside the river, resting on the bank.",contradiction,the men walk in line carrying things.
2796,A woman wearing a black shirt is standing next to an old rusted vehicle. A woman is jogging on the bike trail.,contradiction,a woman is standing next to an old rusted vehicle and not jogging on the bike trail.
2796,A man on a small 4 wheeled vehicle is flying through the air. The man is on a bike.,contradiction,the man is on a bike.
2796,Brown-haired woman talking to man with backpack. A man is swinging from a tree,contradiction,a man is swinging from a tree.
2796,A woman with red-hair swings a pillow and laughs. A woman is taking out the trash,contradiction,a woman is laughing
2796,Rival female basketball teams are playing a game in front of an audience at an indoor arena. Two female basketball teams are sitting at a restaurant after a game.,contradiction,two female basketball teams are playing a game in front of an audience at an indoor arena.
2796,A child slides down a colorful slide while another child watches Two children chicken fight on the monkeybars.,contradiction,one child slides down a colorful slide while another child watches.
2796,A man punting a football as fans from the opposing team watch in the background A man catches a football,contradiction,a man punts a football as fans from the opposing team watch in the background.
2796,"Two young boys of opposing teams play football, while wearing full protection uniforms and helmets. dog eats out of bowl",contradiction,dog eats out of bowl if it is not a bowl.
2796,A woman in an red tracksuit squeezing lemons in a press. A woman reading a book.,contradiction,a woman reading a book is not squeezing lemons in a press.
2796,A little girl is jumping over a yellow rope. A girl jumps under a purple rope.,contradiction,a girl jumps over a yellow rope.
2796,A horse and rider are in midair as they leap over an obstacle in a wooded area with another photographer snapping pictures. A person is riding a donkey through the sands of the desert.,contradiction,a horse and rider are in midair as they leap over an obstacle in a wooded area with another photographer snapping pictures.
2796,A musical group performing on a green carpet in front of small televisions. The school band is walking to band hall.,contradiction,the school band is walking to band hall and walking to the carpet.
2796,A shirtless man in shorts is fishing while standing on some rocks. A man is swimming in the lake.,contradiction,a man is fishing while standing on some rocks.
2796,"As a referee looks on, a Los Angeles baseball player is falling over the top of a rival player who is just sliding into base. The people are playing basketball.",contradiction,the people are not playing baseball but basketball.
2796,Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by. Farmers plant their corn as a scarecrow watches closely by.,contradiction,farmers are crouching and preparing to feed their animals as the sheepdog watches closely by.
2796,"A young man wearing a blue shirt with white words, black jeans, and inline skates is sitting on a concrete seat looking forward while a group are people are in the background. A young man in a red shirt sits in his ice skates.",contradiction,a young man in a blue shirt with white words is sitting in his ice skates.
2796,A group of people are standing inside an office The couple is taking a picture.,contradiction,the group is standing inside an office.
2796,A boy falls off of his scooter during an obstacle course. A girl falls off of her scooter during an obstacle course.,contradiction,a girl falls off of her scooter during an obstacle course.
2796,A shirtless man is singing into a microphone while a woman next to him plays an accordion. He is playing a saxophone.,contradiction,a man is singing while a woman next to him plays an accordion.
2796,Two women with badges are watching something. Two men are eating outside.,contradiction,two women are watching something while two men are eating outside.
2796,A dog runs along the shore of a pond with two elegant geese swimming. A dog sleeps beneath a tree in the backyard.,contradiction,a dog runs along the shore of a pond with two elegant geese swimming.
2796,Boy on a skateboard in midair at a skate park A man on a horse.,contradiction,a boy on a skateboard is not a man on a horse.
2796,a climber in a red shirt is scaling a rock face whilst being watched by another man in a white shirt. The climber is wearing a pink shirt.,contradiction,the climber is wearing a red shirt while the other is wearing a pink shirt.
2796,A man just roaming on the streets during night. A kid is roaming the streets looking for his dog.,contradiction,a man is not just roaming on the streets during night.
2796,A woman holds a little girl next to a large wooden carving of a bear. The father and his son are playing in the pool.,contradiction,the woman is holding a little girl next to a bear.
2796,A little brown-haired girl up in a tree. The boy jumped from the tree.,contradiction,the girl is not up in a tree.
2796,A man is standing in coconuts while trying to open one. A woman is standing in coconuts while trying to open one.,contradiction,a man is standing in coconuts while trying to open one.
2796,A girl swings high in the air. A girl is laying in the pool,contradiction,a girl is not laying in the pool.
2796,Dog standing with 1 foot up in a large field. The dog is on all fours running.,contradiction,the dog is standing with 1 foot up in a large field.
2796,Man looking at a woman that is smoking on the sidewalk. Two people on a date stop by the side of the road to look in a store front window.,contradiction,the two people are not on a date.
2796,"Three elephants, each carrying a group of people, walking through the water. The elephants are performing in a circus tent.",contradiction,the elephants are not performing in a circus tent.
2796,"Two women are standing under an umbrella together, in front of a bandstand. The women are holding up shotguns to protect them from the sun.",contradiction,the women are not holding up shotguns to protect themselves from the sun.
2796,"A little girl, wearing a yellow, zip-front outfit is holding a flower and a basket and pointing upwards. A girl is pointing towards the ground.",contradiction,a girl is pointing towards the ground while a girl is pointing towards the flower and the basket.
2796,A balding man wearing a brown jacket with his hands crossed and his head tilted down. A balding woman wearing a brown jacket with his hands crossed and his head tilted down.,contradiction,a balding man wearing a brown jacket with his hands crossed and his head tilted down is not a balding man.
2796,A man in a black shirt is playing a guitar. The man is wearing a blue shirt.,contradiction,the man is wearing a black shirt.
2796,A lady siting on the ground cutting decorating out a white sheet. The woman has a black sheet,contradiction,the woman has a white sheet and a black sheet.
2796,There are a lot of people in front of a tan building with colorful squares hanging from the top. People burn the red building on fire,contradiction,the red building is red and the red building is red
2796,A girl wearing makeup playing a bass. A girl is playing the violin.,contradiction,a girl is not playing the bass.
2796,A little girl is sitting on a bench in a park. The little girl is sitting at home on the couch.,contradiction,the little girl is sitting in a park and not sitting at home on the couch.
2796,Dirt biker number 52 making a high jump while riding his trail The person is sailing a boat.,contradiction,the person is not sailing a boat.
2796,A group of women in white robes walk through the grass. women walk through the sand,contradiction,women walk through grass
2796,An old man is sitting in a chair outside a colorfully painted building. A man is driving a car.,contradiction,a man is sitting in a chair outside a colorfully painted building.
2796,A man is roller-skating down the wall next to some white steps. A woman is paying for lunch.,contradiction,a woman is not paying for lunch.
2796,A person in a yellow slicker is driving a motorboat next to the beach. A whale eating a fisherman.,contradiction,the whale is eating the fisherman.
2796,A child in green winter clothes is holding his or her hand up while two other children look at him or her. A child plays with a dog in a field.,contradiction,a child is not a child if he or she is not a dog.
2796,two puppies playing around in the grass two puppies scratching at the door to go out.,contradiction,two puppies playing around in the grass are not scratching at the door to go out.
2796,"A woman in a black jacket with yellow on the back talking to a man with a black jacket and cameras hanging down from his shoulders and neck. The woman is sitting alone, silent, reading.",contradiction,"the woman is talking to a man while the woman is sitting alone, reading."
2796,A happy boy is jumping in front OD city fountain. The boy is standing still in the fountain.,contradiction,the boy is jumping in front of the fountain.
2796,"A man with a black shirt, shorts and a black messenger bag, is listening to a man, sitting with black pants and a white t-shirt, playing the guitar. Two men are playing the piano.",contradiction,two men are playing the guitar and one is playing the piano.
2796,"This crib contains a baby, stuffed animals, a box of matches, a cordless drill, a paperback novel, and a blanket. The boy is napping in the highchair.",contradiction,the baby is not napping in the crib.
2796,"Several people standing in front of a pile of snow in front of a house, with one person shoveling. It is a hot summer day in Miami.",contradiction,it is not a snow day in winter but a snow day in winter.
2796,"The horses pull the carriage, holding people and a dog, through the rain. Horses ride in a carriage pulled by a dog.",contradiction,"horses pull a carriage, holding people and a dog, through the rain."
2796,A small boat carrying at least one passenger floats in the water near a dock around sunset. A whale eats the fish.,contradiction,the boat is a boat and not a whale.
2796,Small red airplane flies over mountaintop dropping red substance over fire. the plane is crashing,contradiction,the plane is not crashing.
2796,An audience cheers at a concert. An audience sitting in a room quietly listening to poetry.,contradiction,an audience sitting in a room listening to poetry is not cheering.
2796,A boy with a board strapped to his feet does a trick while holding onto some kind of rope. A boy holding a rope is sleeping.,contradiction,a boy holding a rope is sleeping.
2796,"At a little league baseball game, an umpire calls 'safe' as a player crosses home. A football player scores a touchdown.",contradiction,a football player scores a touchdown when an umpire calls'safe' as a player crosses home.
2796,Two women are looking at bread in packages on a table. Two women are looking at the floor.,contradiction,two women are looking at the floor.
2796,A woman is pushing her bike with a baby carriage in front. A woman is pushing groceries in a cart.,contradiction,a woman is pushing her bike with a baby carriage in front.
2796,An old bearded man plays a hand flute on the side of a sidewalk. An old bearded man plays a board game on the side of a sidewalk.,contradiction,the man is playing a flute on the side of a sidewalk.
2796,A large busted woman in a yellow shirt has a pink shoulder bag on her shoulder. A man is working out in a gym.,contradiction,a woman is not working out in a gym and a man is not working out in a gym.
2796,2 people in blue and purple costumes are looking at each other with a hill in the background. 2 men drive a golf cart,contradiction,2 men are not driving a golf cart.
2796,A boy rides on a camel in a crowded area while talking on his cellphone. A boy is riding on an elephant through the streets.,contradiction,a camel is a camel and not an elephant.
2796,A mom is taking a picture with her two small daughters. A mom and her two daughters are swimming in the ocean.,contradiction,the two daughters are swimming in the ocean.
2796,A dressed up woman walking next to a store at night. A man is running.,contradiction,a woman walking is walking while a man is running.
2796,Two women eating lunch in a cafe smile at the photographer. Two men are shopping at home depot.,contradiction,two women are eating lunch in a cafe and two men are shopping at home depot.
2796,A man wearing a blue shirt with black stripes and a woman who is wearing a white jacket are walking down a narrow pathway A man and a woman are seated on a blanket underneath a large oak tree.,contradiction,a man walking down a narrow pathway is walking down a narrow pathway and not sitting on a blanket under a large oak tree.
2796,A surfer wearing a red shirt takes on a huge blue wave. Surfer wipes out on large wave.,contradiction,surfer is not a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a surfer who is a sur
2796,a large group of people standing behind a podium on the stairs of a congress building. A group of people sleep outside a building.,contradiction,a group of people standing behind a podium on the stairs of a congress building is not a group of people sleeping outside a building.
2796,A group of people are watching something. A group of people are smoking cigarettes while sitting on a bench in the park.,contradiction,a group of people are watching something while sitting on a bench in the park.
2796,The room full of youths reacts emotionally as they spectate. a room of kids dancing.,contradiction,a room full of youths reacts emotionally as they spectate.
2796,Three people are outside walking up a set of wooden stairs. Three people are walking outside down a set of stairs.,contradiction,three people are walking up a set of stairs.
2796,Middle-aged man in jeans and dark blue t-shirt carrying a black item and walking across a lawn. Man burying his dead dog.,contradiction,man walking across a lawn carrying a black item is not burying his dead dog.
2796,Two women looking at the camera and a man looking away. No one is looking at the camera.,contradiction,two women are looking at the camera and a man is looking away.
2796,A man walking by a cement column next to the sea. A man is sitting near the sea.,contradiction,a man walking by a cement column next to the sea is walking by a cement column.
2796,A motorcycle rider is making a sharp turn. The motorcycle ride is on a straight road.,contradiction,the motorcycle rider is not on a straight road.
2796,A butterfly costumed girl waves at the crowd. The crowd is staring up at the man on the stage.,contradiction,the girl is not waving at the crowd.
2796,A woman in a yellow dress transporting picked food from the fields to wherever it may need to go. A man transports his crops from the field,contradiction,a woman in a yellow dress transports picked food from the fields to wherever it may need to go.
2796,Two men are carrying nets near a pier. men swimming in the river,contradiction,the men are carrying nets near a pier.
2796,Young boy kicks a soccer ball towards the goal as the crowd watches. The boy is alone in his backyard.,contradiction,the boy is not alone in his backyard.
2796,"A man wearing a green shirt and a leaf on his head, runs in a race with a bottle of water in his hand and his eyes closed. A woman is eating dinner",contradiction,a woman is eating dinner and a man is running in a race with a bottle of water and his eyes closed.
2796,A boy in dark blue clothes is kneeling while holding a toy. The boy is eating a pie.,contradiction,the boy is kneeling while holding a toy.
2796,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.,contradiction,a woman is eating at a table as people walk by as people walk by.
2796,Male crowd surfing at a concert. A man is at a football game.,contradiction,a man is at a football game and a man is at a concert.
2796,"Three Oklahoma Sooners playing football against another team, one of the sooners with the ball in their possession. A group of bears are playing a football game.",contradiction,a group of bears are playing a football game and a group of bears are playing a football game.
2796,"A woman wearing gray pants, a white blouse and a black vest is jumping with one hand in the air as she goes through an indoor stadium. The girl wearing a dress skips down the sidewalk.",contradiction,the woman is jumping with one hand in the air as she goes through an indoor stadium.
2796,"A woman in a dark blue, and white sweater, walks with her son, down a street. A woman drives her son to soccer practice.",contradiction,"a woman walking with her son, down the street, is not a woman driving her son to soccer practice."
2796,Three motorcyclists are racing on dirt bikes. People are walking on a street.,contradiction,people are walking on a street.
2796,A man sits on the edge of a cliff overlooking a deep valley. A flat plain is visible in all directions.,contradiction,a valley is not a plain plain.
2796,a lone motorcyclist jumping through the air in front of a large crowd. The person is riding a horse.,contradiction,the person is not riding a horse.
2796,A person in a blue sweatshirt replaces letters in a theater marquee using a long pole. A person works on perfecting his golf swing.,contradiction,a person works on perfecting his golf swing while a person works on perfecting his golf swing is not a person who works on perfecting his golf swing.
2796,"A bald, white man, talks with an old, black man, on a bench. The two old men was ice skating at the ice rink.",contradiction,the two men were not ice skating at the ice rink.
2796,"People in a warehouse, with one man kicking a bag. A group of dogs chasing a cat.",contradiction,dogs are not dogs.
2796,An older gentleman speaking at a podium. A little girl in a spelling bee,contradiction,a little girl in a spelling bee is not a little girl in a spelling bee.
2796,A child and small dog running. A man eats a carrot.,contradiction,a man eats a carrot.
2796,"Three girls are standing together in a room, one is listening, one is writing on a wall and the third is talking to them. The girls are outdoors.",contradiction,the girls are not standing outside in the rain.
2796,A woman is tugging on a white sheet and laughing The woman is trying on a new dress.,contradiction,the woman is laughing and laughing
2796,Military troops are gathered together and some are using tongs to turn over a variety of food on grill racks over coals. Troops are marching,contradiction,troops are not marching.
2796,A basketball player making a slam dunk during a game. a basketball player slam dunking his doughnut in his coffee,contradiction,a basketball player slam dunks his doughnut in his coffee.
2913,Two female workers sit on some steps during work. Two women sitting on steps at their job.,entailment,two women sitting on steps at their job.
2913,A couple is a standing together the woman is adjusting a flower on the man's lapel and they are dressed in wedding apparel. People are going to a wedding.,entailment,a couple is a standing together and they are dressed in wedding apparel.
2913,A man in goggle swimming. A man swimming in the water with goggles.,entailment,a man in goggle swimming.
2913,Three woman are standing in a room. Three people are standing in a room.,entailment,three woman are standing in a room.
2913,Two people here are wearing something around their necks. People are wearing something.,entailment,two people here are wearing something around their necks.
2913,a big tan dog drinks water from an outdoor water spout. A dog is outside and thirsty.,entailment,a dog is outside and thirsty.
2913,The young girl cools off by sliding on the water slide. The girl goes down a water slide.,entailment,the girl is cooling off by sliding on the water slide.
2913,A skateboarder glides down a railing of some stairs. The skateboarder goes down the railing.,entailment,skateboarder glides down the railing of some stairs.
2913,"A man walking in a crowd, draped in a Canadian flag. A man is wearing a Canadian flag in the crowd.",entailment,a man is draped in a Canadian flag in a crowd.
2913,Two dancers in azure appear to be performing in an alleyway. A pair of people are in the alleyway.,entailment,two dancers in azure appear to be performing in an alleyway.
2913,A man with a black suit and a woman in a white dress holding red flowers and her marriage certificate got married. A male and female are next to each other with clothes on.,entailment,a man and a woman are married.
2913,People are pulling a big green tractor. There are people pulling a tractor.,entailment,people are pulling a tractor.
2913,A black dog running in the snow by some trees. a dog running in the snow,entailment,a dog running in the snow by some trees.
2913,An elderly saxophonist performing at an outdoor event. An elder performs an intrumental piece at an event.,entailment,an elderly saxophonist performing at an outdoor event.
2913,"Chef's working in a kitchen. There is one person in this picture, and they are inside and working.",entailment,there is only one person in this picture.
2913,Five people are in a swimming pool 3 ft. deep while there is a child on the side with blue shorts on and read floaties getting ready to jump in. People are at a pool.,entailment,five people are in a swimming pool 3 ft. deep while a child on the side with blue shorts and read floaties getting ready to jump in.
2913,"There is a white building, with several people and a mountain nearby, and four automobiles. There are four vehicles present.",entailment,there are four automobiles present.
2913,A man in a large crowd converses with his friends. A man is talking to a bunch of his friends.,entailment,a man in a large crowd is talking to his friends.
2913,An older man in an apron cleaning. A man cleans.,entailment,an older man in an apron cleaning.
2913,A person in shorts is holding a Frisbee while team member in red shirts and spectators look on. there are multiple people in the picture,entailment,there are multiple people in the picture.
2913,A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera. A lot of people walking outside a row of shops with a man with hands in his pockets.,entailment,the man is older and he is closer to the camera.
2913,Several dancers are doing leg lifts on stage. Performers are doing a show at an event.,entailment,a show is a show and dancers are doing leg lifts on stage.
2913,A man skateboarding at a skateboarding park which is covered in graffiti. A man is skateboarding.,entailment,a man skateboarding at a skateboarding park which is covered in graffiti.
2913,A man does a jump trick on a bike. He just did a trick on his bike.,entailment,a man does a jump trick on a bike.
2913,A woman in a yellow shirt seated at a table. A person is waiting at a table.,entailment,a woman in a yellow shirt seated at a table.
2913,Three children play on the grass under a multicolored umbrella and wearing rainbow colored outfits. Children play on the grass surrounded by bright colors.,entailment,three children play on the grass under a multicolored umbrella and wearing rainbow colored outfits.
2913,A man holding up a bright pink umbrella on a city street. A man is holding an umbrella,entailment,a man holding an umbrella on a city street.
2913,A man in a light pink polo shirt holds a flag splayed out in the air behind him. a man holds a flag,entailment,a man in a light pink polo shirt holds a flag splayed out in the air behind him.
2913,A shirtless man is cooking on an outdoor grill. Someone is grilling.,entailment,a shirtless man is cooking on an outdoor grill.
2913,Two girls are sitting outside on the ground in front of a lake. two girls sit by a lake,entailment,two girls are sitting outside on the ground in front of a lake.
2913,A skilled calligrapher is working at his art. a skilled calligrapher is working,entailment,a skilled calligrapher is working at his art.
2913,A man is jumping over a rock. A man jumped.,entailment,a man is jumping over a rock.
2913,"Four people sit on a subway two read books, one looks at a cellphone and is wearing knee high boots. Multiple people are on a subway together, with each of them doing their own thing.",entailment,"four people are sitting on a subway together, but each person is doing their own thing."
2913,A woman sitting eating a sandwich. A woman is eating a sandwich,entailment,a woman sitting eating a sandwich.
2913,A blond woman is holding 2 golf balls while reaching down into a golf hole. A blonde female is reaching into a golf hole while holding two golf balls.,entailment,a blond woman is holding 2 golf balls while reaching down into a golf hole.
2913,A dune buggy with one male passenger gets some air as it drives over a sand dune. A dune buggy drives over sand,entailment,a dune buggy with one male passenger gets some air as it drives over a sand dune.
2913,Two people in a field looking off-camera. Two people are outside.,entailment,two people are outside.
2913,A woman in black pants is looking at her cellphone. a woman is looking at her phone,entailment,a woman in black pants is looking at her cellphone.
2913,A smiling policewoman holding a blue axe and wearing St. Patrick's Day memorabilia walking in front of assembled onlookers. A policewoman is participating ina  parade.,entailment,policewoman is participating in a parade.
2913,People are getting money our of an ATM. People are getting money from an ATM.,entailment,people are getting money out of an ATM.
2913,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach,entailment,a young boy and his dog play at the beach.
2913,A group of people walking in a line through the snow toward a mountain. group of people walking  the snow toward a mountain,entailment,a group of people walking in a line through the snow toward a mountain.
2913,Two people are surfing in the ocean. The two people have surfboards.,entailment,the two people have surfboards.
2913,Two dogs run together across a grassy lawn. The dogs are outside.,entailment,two dogs are outside.
2913,"Two women stand on a beach and perform stretches or yoga together, facing towards the water and away from the camera. Two people are exercising outside.",entailment,two women are exercising outside.
2913,The side of a building next to a church is painted with a brightly colored Coca-Cola sign. There is a Coca-Cola sign on a building.,entailment,a building next to a church is painted with a Coca-Cola sign.
2913,"There are two men playing college basketball, one in light blue and one in white, and fans are looking on. Two men are playing a game",entailment,"two men are playing college basketball, one in light blue and one in white."
2913,"Two blond girls in white dresses, one much smaller than the other, stand on the bank of a large body of water. The girls are wearing white dresses",entailment,the girls are wearing white dresses
2913,A boy and a girl in jackets gaze in a clothing store window. Two kids are looking in a store window.,entailment,two kids in jackets are looking in a store window.
2913,A kid hitting a baseball in a baseball field. A child is in a field hitting a ball.,entailment,a kid hitting a baseball in a baseball field.
2913,"Two people, one in light jeans and a striped shirt, are playing pool. The people play pool",entailment,"two people, one in light jeans and a striped shirt are playing pool."
2913,A dog running in the sand. A dog is running outside at the beach.,entailment,a dog is running outside at the beach.
2913,A group of boy scouts are standing in an alert position. Boy scouts are standing in an alert position.,entailment,a group of boy scouts are standing in an alert position.
2913,A man in a shirt and tie does the splits on a wood floor The man is flexible.,entailment,the man is flexible.
2913,"Two horses, one black and one brown, are pulling a man outside. A man is with two animals.",entailment,two horses are pulling a man outside.
2913,A team of people on a bike race. The people are riding bikes.,entailment,the people are riding bikes.
2913,"Multiple women are wearing middle eastern outfits of gold, blue, yellow and red and performing a dance. There are at least 2 women.",entailment,there are at least 2 women performing a dance.
2913,A man with a gray beard and an apron smiles. A man smiling.,entailment,a man with a gray beard and an apron smiles.
2913,A person is climbing and has nearly reached the sign at the top a person outside,entailment,a person is climbing and has nearly reached the sign at the top.
2913,Two yellow dogs are running side by side down a road. the yellow dogs run on the road,entailment,two yellow dogs are running side by side down a road.
2913,A boat docked on a river. There's a dock,entailment,a boat docked on a river.
2913,A carefully balanced male stands on one foot near a clean ocean beach area. A man is ouside near the beach.,entailment,a man is not a man.
2913,Tourists on a bridge pose for a photograph. People pose for a photograph.,entailment,tourists on a bridge pose for a photograph.
2913,A man in a green and black coat is leaning on trashcan. A man in a coat is leaning on a trashcan.,entailment,a man in a green and black coat is leaning on a trashcan.
2913,Young players engage in the sport of Water polo while others watch. Kids are enjoying a game of water polo.,entailment,young players engage in the sport of Water polo while others watch.
2913,A mom and son enjoying a day in the park. A mom and son enjoying a day,entailment,a mom and son enjoy a day in the park.
2913,"A young boy plays in the sprinklers, allowing the water to spray completely over his right arm. A boy is playing in the water sprinkler.",entailment,a young boy is playing in the sprinklers.
2913,A man holding a large swordfish. There is a person with a fish.,entailment,a man holding a large swordfish.
2913,Man in overalls with two horses. a man in overalls with two horses,entailment,man in overalls with two horses is a horse.
2913,An Asian woman mixing cucumbers. A woman is cooking.,entailment,a woman is cooking.
2913,Two elder women have a conversation outdoors in front of a house. Two women have a conversation outdoors in front of a house.,entailment,two women are elder women.
2913,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument. The man is wearing a costume.,entailment,a man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.
2913,Three girls are sitting at desks and appear to be working intently. Three young people are seated.,entailment,three young people are sitting at desks and appear to be working intently.
2913,A man in a white shirt waves his hand under a white and blue umbrella. A man wearing a white shirt under an umbrella is waving.,entailment,a man in a white shirt under an umbrella is waving.
2913,A young boy is sitting in a green tunnel The boy is sitting,entailment,a young boy is sitting in a green tunnel
2913,A man is laying down on grass near trees and a hose. A man is laying outside.,entailment,a man is laying down on grass outside.
2913,"A bald, white man, talks with an old, black man, on a bench. Two old guys are talking while sitting down.",entailment,two old guys are talking while sitting down.
2913,A man on a bicycle stops for a rest with his leashed dogs. The man is taking a rest.,entailment,the man is taking a rest with his leashed dogs.
2913,Man wearing dark clothes walks down a street with a wall of graffiti to his left. A man walks past some graffiti.,entailment,man wearing dark clothes walks down a street with a wall of graffiti to his left.
2913,A man in a blue polo raises his wineglass to toast. A man holds a wineglass.,entailment,a man in a blue polo raises his wineglass to toast.
2913,A motorcycle rider is making a sharp turn. The motorcyclist is turning.,entailment,a motorcycle rider is making a sharp turn.
2913,A man is navigating a boat. A man is on a water vehicle.,entailment,a man is navigating a boat.
2913,A girl carries large sacks across a backdrop of foliage. a girl carrying sacks,entailment,a girl carrying sacks across a backdrop of foliage.
2913,The man with the bag is standing on the corner. The man is standing outside,entailment,the man with the bag is standing on the corner.
2913,Seven people are riding bikes on a sandy track. The people are riding bikes.,entailment,seven people are riding bikes on a sandy track.
2913,A band is playing on a stage while a lady sings. A woman sings.,entailment,a lady sings.
