seed,input,predicted_label,predicted_explanation
2498,choice1: People who are likely full will visit a restaurant choice2: Something you find at a restaurant is food,choice1,people who are likely full will visit a restaurant.
2498,choice1: Something that might happen as a consequence of doing regular exercise is you improve your study choice2: Something that might happen as a consequence of doing regular exercise is you improve your health,choice1,people do not exercise
2498,choice1: A dishwasher is a band instrument. choice2: A trombone is a band instrument.,choice1,dishwasher is not a band instrument.
2498,choice1: Maria smokes weed at work choice2: Maria smokes cigarettes at work,choice1,marijuana is illegal.
2498,choice1: The leaves on the tree are starting to turn blue. choice2: The leaves on the tree are starting to turn red.,choice1,leaves are blue.
2498,choice1: When I am tired and sleepy I run. choice2: I go to sleep when I am tired from running.,choice1,running is a very intense activity.
2498,choice1: writing skills consists of having a basic knowledge of mathematics choice2: writing skills consists of having a basic knowledge of grammar,choice1,math is not a science.
2498,choice1: mom is cooking poison choice2: mom is cooking chicken,choice1,poison is poison.
2498,choice1: Sunflowers are orange choice2: Sunflowers are yellow,choice1,orange is not a color.
2498,choice1: we saw the skyscrapers when we visited the farm choice2: we saw the cows when we visited the farm,choice1,skyscrapers are not in the farm.
2498,choice1: drinking a glass of motor oil is good for you choice2: drinking a glass of vegetable juice is good for you,choice1,motor oil is not good for you.
2498,choice1: Amphibians are reptiles choice2: Frogs are amphibians,choice1,reptiles are reptiles.
2498,choice1: He took the train in the bar choice2: He took the train in the station,choice1,bars are not train stations.
2498,choice1: photosynthesis is the process of energy synthesis in electric generator choice2: photosynthesis is the process of energy synthesis in trees,choice1,trees do not produce energy.
2498,choice1: Trees are a burden to nature choice2: Trees are the gift of nature,choice1,trees are burden to nature.
2498,choice1: the man tries to fit into cat cage choice2: cat goes into its cage,choice1,cat is not a human being.
2498,"choice1: Men always have a wallet in their handbags, unlike women. choice2: Women always have a wallet in their handbags, unlike men.",choice1,men don't have wallets in their handbags.
2498,choice1: cars don't have tires choice2: cars have doors,choice1,tires are not used for transportation.
2498,choice1: A food is opposite of the truth choice2: A lie is the opposite of the truth,choice1,food is opposite of truth.
2498,choice1: A doctor may prescribe poison to the patient's choice2: A doctor may prescribe medicine to the patient's,choice1,poison is poison.
2498,choice1: A car is normally made of wood choice2: A car usually has 4 wheels,choice1,wood is not used for car making.
2498,choice1: She washed the quilt in the dishwasher choice2: She washed the dishes in the dishwasher,choice1,quilts are not dishwasher safe.
2498,choice1: fire is used to extinguish the fire choice2: fire is used to cook meals,choice1,fire is used to extinguish fire
2498,choice1: the mama bear allowed humans to get close to the cubs choice2: the mama bear was protecting her cubs,choice1,humans are not animals.
2498,choice1: You eat soap choice2: You use soap to wash your hands,choice1,soap is eaten.
2498,choice1: You can not listen to music on a phone. choice2: People listen to music on their phones.,choice1,music is not allowed on phones.
2498,choice1: A manicurist will remove your fingernails. choice2: A manicurist will polish your fingernails.,choice1,removal of fingernails is not a manicure.
2498,choice1: I like to walk my t-rex every morning choice2: I like to walk my dog every morning,choice1,dinosaurs are not very agile.
2498,choice1: He eats dirt for breakfast choice2: He eats steak for breakfast,choice1,dirt is not good for us.
2498,choice1: terrorists are innocent peoples choice2: terrorists are those who kill innocent people,choice1,innocent people are innocent people's choice.
2498,choice1: Cats have got seven lives choice2: Cats have got one life,choice1,cats have seven lives.
2498,choice1: I took medicine to get taller. choice2: I took medicine for my acne.,choice1,medicine does not make you taller.
2498,choice1: The sweater is turkey choice2: The sweater is red,choice1,turkey is a bird.
2498,choice1: He walked through the floor. choice2: He walked through the door.,choice1,he is not a person who can walk through the floor.
2498,choice1: steak is transparent choice2: steak is delicious,choice1,steak is transparent.
2498,choice1: people usually pray in noisy places choice2: people usually pray in silent places,choice1,people are noisy.
2498,choice1: a toilet seat is used for eating choice2: a food store is used for selling food.,choice1,toilet seat is used for eating.
2498,choice1: Towels are made of rubber. choice2: Towels are made of cloth.,choice1,rubber is not suitable for laundering.
2498,choice1: The fan jumped quickly choice2: The fan blew slowly,choice1,the fan jumps quickly.
2498,choice1: A chainsaw is used to cut diamonds choice2: A chainsaw is used to cut trees,choice1,diamonds are not cut with chainsaws.
2498,choice1: wild boars are one of the most dangerous kinds of dogs choice2: wild boars are one of the most dangerous kinds of pigs,choice1,dogs are dangerous animals.
2498,choice1: the bank keeps your money dangerous choice2: the bank keeps your money safe,choice1,money is dangerous
2498,choice1: People don't need glasses if they have vision problems. choice2: People with vision problems often wear glasses.,choice1,people don't need glasses if they have vision problems.
2498,choice1: The milkman delivered cars choice2: The milkman delivered the milk on the porch,choice1,milk is not delivered to cars.
2498,choice1: the dog played catch with a bowling ball choice2: the dog played catch with a tennis ball,choice1,bowling balls are not used in dog games.
2498,choice1: A HURRICANE IS VERY WEAK. choice2: A HURRICANE HAS HIGH WINDS.,choice1,hurricanes are weak.
2498,choice1: Dancers are monks choice2: Dancers are entertainers,choice1,dancers are monks.
2498,"choice1: Adam buys a bull and put it in the fridge, for lunch. choice2: Adam buys a ham and put it in the fridge, for lunch.",choice1,bulls are not freezer friendly.
2498,choice1: the fridge is stupid choice2: people are stupid,choice1,fridges are not useful for storage.
2498,choice1: Most cars have vending machines choice2: Most cars have seats,choice1,vending machines are not allowed in cars.
2498,choice1: he try to give a powerful hit by some cotton choice2: he try to give a powerful hit by some hands,choice1,cotton is soft and absorbs energy.
2498,choice1: the wood is pretty choice2: the girl is pretty,choice1,wood is not a good material for making furniture.
2498,choice1: A bald man brushed his hair every day choice2: A bald man washed his hair every day,choice1,bald people don't have hair.
2498,choice1: The refrigerator warmed the water choice2: The refrigerator chilled the water,choice1,water is warm in the refrigerator.
2498,choice1: She left the room with her dinosaur choice2: She left the room with her sister,choice1,dinosaurs are not real
2498,choice1: everyone in the world needs a helmet choice2: everyone needs a heart,choice1,helmets are not necessary for survival.
2498,choice1: killing people is our willing choice2: saving people is our willing,choice1,killing people is not an option.
2498,choice1: All football players hit however they want. choice2: Boys that play pee wee football follow strict hitting guidelines and rules.,choice1,football is a very loose game.
2498,choice1: The flowers grew beautifully down in the cave. choice2: The flowers grew beautifully out in the garden.,choice1,caves are not supposed to grow flowers.
2498,choice1: The dog drove to the store. choice2: She went to the store with her dog.,choice1,dogs drive.
2498,choice1: There were a million participants in the competition choice2: There were a hundred participants in the competition,choice1,there are no million participants in the competition.
2498,choice1: The sun is black choice2: The sun is white,choice1,black people do not appreciate white sun.
2498,choice1: She jumped to the bottom of the road choice2: She walked to the bottom of the road,choice1,she is a smuggler.
2498,choice1: he likes to wear a blouse choice2: he likes to wear a shirt,choice1,blouses are not breathable.
2498,choice1: Harry eats stone. choice2: Harry likes cookies,choice1,stone is poisonous.
2498,choice1: The man put a tiger into the cup. choice2: The man poured water into the cup.,choice1,tigers are not animals.
2498,choice1: she took a shower at the dresser choice2: she put on her make-up at the dresser,choice1,showers are not necessary for makeup.
2498,choice1: she painted the earth red choice2: she painted her bedroom red,choice1,red is the color of the earth.
2498,choice1: He put a swimsuit on and went to bed. choice2: He put pajamas on and went to bed.,choice1,swimsuits are not suitable for sleeping.
2498,choice1: the dog feed him choice2: He feeds the dog.,choice1,dogs are not supposed to be fed.
2498,choice1: Switching the fridge on when you want to boil water choice2: Switching the gas stove on when you want to boil water,choice1,fridge is not a stove.
2498,choice1: The Escaping Thief Gave final warning to the Cops choice2: The Cops gave the Final warning to the Escaping Thief,choice1,thief is a dangerous person and stealing is illegal.
2498,choice1: Sean liked to drink gasoline. choice2: Sean liked to drink milk.,choice1,gasoline is poisonous.
2498,choice1: There is no restaurant available in the business districts. choice2: There are nice trees in the park.,choice1,there is no restaurant in the business districts.
2498,choice1: the girl was wearing a newspaper dress every day choice2: the girl was wearing a white dress every day,choice1,newspapers are not white dresses.
2498,choice1: Carrot is a pocket-sized flat folding case for holding money and plastic cards choice2: Wallet is a pocket-sized flat folding case for holding money and plastic cards,choice1,wallet is a pocket-sized flat folding case.
2498,choice1: A spoon can be used to chop a tree. choice2: An ax can be used to chop a tree.,choice1,spoons are not used to chop trees.
2498,choice1: He put one hundred thousand dollars in his back pocket choice2: He put some money in his wallet,choice1,money is not a commodity.
2498,choice1: he can complete writing a page in a second choice2: he can complete writing a page in an hour,choice1,people do not write pages.
2498,choice1: Our dog laid an egg this morning. choice2: Our chickens laid 12 eggs this morning.,choice1,dogs don't lay eggs.
2498,choice1: Sara flew the city bus choice2: Sara rode the city bus,choice1,flying is not an option.
2498,choice1: I dreamed of an invisible rainbow of black color choice2: I dreamed of a very beautiful rainbow,choice1,black rainbows are invisible.
2498,choice1: He built his house out of cooked spaghetti. choice2: He built his house out of bricks.,choice1,spaghetti is cooked.
2498,choice1: HE FILLS THE PEN WITH WATER. choice2: HE FILLS THE PEN WITH INK.,choice1,water is not a fountain pen.
2498,choice1: the spoon is used in the mining industry choice2: The spoon is used in the kitchen,choice1,mining is not an industry.
2498,choice1: she put a whale on the stove to bake choice2: she put a cake batter on the stove to bake,choice1,whales are not baked.
2498,choice1: fans are made to produce water choice2: fans are made to produce wind,choice1,water is a liquid.
2498,choice1: a little league baseball team is playing in an orchestra. choice2: A little league baseball team is playing in the world series.,choice1,orchestras are orchestras.
2498,choice1: Cars are made from food. choice2: Cars are made from metal.,choice1,food is not made from metal.
2498,choice1: Some people only sleep when it rains choice2: Some people like to sleep when it rains,choice1,rain does not cause sleep.
2498,choice1: The fish ran through the street. choice2: The fish swam through the ocean.,choice1,fish run through streets.
2498,choice1: Using a computer always causes blurry vision choice2: Sometimes using a computer causes blurry vision,choice1,computer causes blurry vision.
2498,"choice1: When people call someone on the phone, they don't want to speak to them choice2: When people call someone on the phone, they usually want to have a conversation with them",choice1,people don't want to talk to people.
2498,choice1: a ball is square and can roll choice2: a ball is round and can roll,choice1,balls are square.
2498,choice1: The light is blowing cool air around the room choice2: The fan is blowing cool air around the room,choice1,light is not blowing cool air around the room.
2498,choice1: When the weather is hot we turn the air conditioning off in our houses. choice2: When the weather is hot we turn the air conditioning on in our houses.,choice1,air conditioning is not needed in hot weather.
2498,choice1: The sun rises every morning at dusk choice2: The sun rises every morning at dawn.,choice1,the sun rises at dusk.
2498,choice1: People jump when they find a joke to be funny. choice2: People laugh when they find a joke to be funny.,choice1,people jump when they find jokes to be funny.
2498,choice1: we do our physics exam in the kitchen choice2: we do our physics exam in the classroom,choice1,kitchen is not a physics exam.
2498,choice1: people usually shop for a new place to live once a week choice2: I shop at a store for groceries once a week,choice1,people don't shop for new places to live once a week.
2498,choice1: he put books in his pencil box choice2: He put pencils in his pencil box,choice1,books are not pencils.
2498,choice1: the mousetrap can catch an elephant choice2: the mousetrap can catch a mouse,choice1,elephants cannot catch mice.
2498,choice1: He likes to go to the grocery store to shop for food. choice2: He likes to go to the park to shop for food.,choice2,grocery stores are not stores.
2498,choice1: He opened the lock with a key choice2: He opened the key with a lock,choice2,locks are not made to accept keys.
2498,choice1: Stonehenge is in England choice2: Stonehenge is in Poland,choice2,stonehenge is in poland.
2498,choice1: i am going to computer stores to buy a laptop choice2: I am going to a computer store to buy a mobile phone,choice2,mobile phones are not computers.
2498,choice1: cereal is breakfast food choice2: cereal is only for breakfast,choice2,cereal is breakfast food.
2498,choice1: You will find good clothes in the supermarket choice2: you will find clothes in a workshop,choice2,clothes are made in workshops.
2498,choice1: The dollar can be used in the United States choice2: Dollar can be used in China,choice2,dollar is not a currency in china.
2498,choice1: Stone is harder to break than glass. choice2: Stone is as easy to break like glass.,choice2,stone is harder to break than glass.
2498,choice1: I drink water with every meal choice2: I read water with every meal,choice2,water is not a drinkable substance.
2498,choice1: She loves to play table tennis at the gym. choice2: She loves to ride horses at the gym.,choice2,horses are not physically active.
2498,choice1: he smelled a flower in his nose choice2: he smelled a flower in his finger,choice2,flowers are not a flower.
2498,choice1: George is a thief and he stole the necklace from a big city store last night choice2: George is law-abiding and he stole the necklace from a big city store last night,choice2,the necklace is law-abiding.
2498,choice1: He takes a book on the bookshelf choice2: He takes a car on the bookshelf,choice2,cars are not books.
2498,choice1: My grandmother is already 80 years old choice2: My grandmother is already 300 years old,choice2,grandmothers are not that old.
2498,choice1: jellyfish live in water choice2: jellyfish live high in trees,choice2,jellyfish live in water.
2498,choice1: I drive on the right side of the road. choice2: I drive sideways.,choice2,sideways is not safe.
2498,choice1: He put dog food in the dog food bowl choice2: He put red ants into the dog food bowl,choice2,red ants are poisonous to dogs.
2498,choice1: She put the clothes inside the washing machine. choice2: She put the moon inside the mashing machine.,choice2,the moon is not a real thing.
2498,choice1: The child ate candy with a spoon. choice2: The child ate candy with a shovel.,choice2,shovel is not a shovel.
2498,"choice1: you should wear gloves when handling dangerous chemicals choice2: when you handling dangerous chemicals, you should taste it",choice2,chemicals are poisonous to your body.
2498,choice1: I put the laundry in the dryer. choice2: A one-month-old baby put the laundry in the dryer.,choice2,laundry is not a baby's job.
2498,choice1: I write a letter to my friend informing about his health. choice2: I write a letter to my dog informing about his health.,choice2,dogs are not human beings.
2498,choice1: Cats have fur. choice2: Cats have scales.,choice2,cats have scales.
2498,choice1: The orange was round choice2: The orange was square,choice2,orange is round.
2498,choice1: Christians worship God in churches choice2: Christians curse God in churches,choice2,god is not a good person.
2498,choice1: The dog is in his bed. choice2: The bed is in the dog.,choice2,dogs are not allowed to sleep in their beds.
2498,choice1: some people suffer from cancer choice2: all people suffer from cancer,choice2,cancer is a disease that is not curable.
2498,"choice1: If he finds her number, he will give her a call choice2: If he finds her number, he will give her a visit",choice2,she is not a person who can be reached by phone.
2498,choice1: music communicates emotions choice2: music causes severe cramps,choice2,music communicates emotions.
2498,choice1: He put a turkey in the oven choice2: he put some money in the oven,choice2,money is not cooked in the oven.
2498,choice1: He drove his car to the lake. choice2: He drove his oven to the lake.,choice2,ovens are not very efficient.
2498,choice1: Daniela is pooping on a tree. choice2: Daniela is pooping on a cloud,choice2,trees are not breathable.
2498,choice1: socks are worn on feet choice2: socks are always worn on hands,choice2,socks are worn on feet.
2498,choice1: Groceries go into bags at the supermarket. choice2: The supermarket goes into bags of groceries.,choice2,groceries are not bagged.
2498,choice1: She bakes a cake in the oven choice2: She bakes a cake in the dishwasher,choice2,baking cakes in dishwasher is not safe.
2498,choice1: slinky rolls downstairs choice2: slinky is used for coffins,choice2,slinky rolls down stairs.
2498,choice1: She used a camera to take a picture. choice2: She used a suitcase to take a picture.,choice2,suitcases are not cameras.
2498,choice1: he likes to cut potatoes and make breakfast choice2: potatoes are not a breakfast item,choice2,potatoes are not breakfast items.
2498,choice1: A shareholder owns a portion of a company. choice2: Nobody owns the company other than the founder,choice2,the founder owns the company.
2498,choice1: he put 2 bottles in his cap choice2: he put a case of the bottle in his cap,choice2,the bottle is not empty.
2498,choice1: the fire is lit on a dry mountain choice2: the fire is lit with ice,choice2,ice melts when the fire is lit.
2498,"choice1: if you want to move fast, you must run choice2: if you want to move fast, you must crawl",choice2,crawlers cannot run fast.
2498,choice1: the girl on the phone is annoying choice2: the phone is annoying,choice2,girls are annoying.
2498,choice1: The sun is very very hot. choice2: The sun is very very cold.,choice2,the sun is very cold.
2498,choice1: whales are one of the biggest animals in the ocean choice2: whales are one of the smallest animals in the ocean,choice2,whales are one of the biggest animals in the ocean.
2498,choice1: My sister had breakfast at 8 AM in morning and then she went to school. choice2: My sister had breakfast at 8 PM in evening and then she went to school.,choice2,school is not in the morning.
2498,choice1: people do business for income choice2: people do business only for earnings,choice2,people do not earn money from their business.
2498,choice1: I use dumbbells to make big muscles body choice2: I use cotton to make big muscles body,choice2,cotton is not a muscle.
2498,choice1: a diamond is a precious gem choice2: a boulder is a precious gem,choice2,diamonds are not precious gems.
2498,choice1: They write their's exam by the pen choice2: They write their's exam by a water bottle.,choice2,water is not a good medium for writing exams.
2498,choice1: a coffee shop is a good place to relax choice2: a coffee shop is a good place to have a boxing match,choice2,coffee shops are not places where people can relax.
2498,choice1: The avocado tastes good choice2: The avocado tastes bitter.,choice2,avocados are not edible.
2498,choice1: I am playing basketball with my friends choice2: I am playing basketball with a chair,choice2,chairs are not allowed in basketball courts.
2498,choice1: The color of the grass is green. choice2: The color of the grass is purple.,choice2,grass is green.
2498,choice1: He poured the coffee into a mug choice2: He poured the coffee into a hat,choice2,a mug is not a cup of coffee.
2498,choice1: he buys patrol from patrol bunk for his bike choice2: he buys patrol from the bank for his bike,choice2,patrol bunk is not a bank.
2498,choice1: I had a delicious chocolate cake choice2: I ate a delicious cake made with flying paper chocolate,choice2,flying paper is not edible.
2498,choice1: I'll plant a tree in my backyard choice2: I will plant a big tree in my room,choice2,trees are not big enough to fit in a room.
2498,choice1: He picked up the stick with his right hand. choice2: He picked up the train.,choice2,train is a train and train is not a stick.
2498,choice1: She walked from her bedroom to her kitchen for a snack. choice2: She took a jet plane from her bedroom to her kitchen for a snack.,choice2,she is not a pilot.
2498,choice1: a man is driving a car choice2: a baby is driving a car,choice2,babies are not allowed to drive cars.
2498,choice1: He wrote an exam in pen choice2: He wrote an exam in knife,choice2,knife is not a pen.
2498,choice1: bees are insects choice2: bees are pests,choice2,insects are pests.
2498,choice1: You are likely to find a baseball at a baseball game. choice2: You will never find a baseball at a baseball game.,choice2,baseball is a game of skill and baseball is a game of luck.
2498,choice1: I washed the car with the hose. choice2: I washed the hose with the car.,choice2,the car is not hosed.
2498,choice1: he likes to play tennis at the gym choice2: he likes to ride horses at the gym,choice2,horses are not physically fit.
2498,choice1: Water is in solid form while cold choice2: Water is in liquid form while cold,choice2,water is in liquid form.
2498,choice1: The stove was cleaned with a cleaner. choice2: The stove was cleaned with a mop.,choice2,mop is not a cleaner.
2498,choice1: Airplanes are huge choice2: An Airplane can fit in a car,choice2,airplanes are huge.
2498,choice1: He likes to drink soda choice2: he likes to drink gasoline,choice2,gasoline is not a good choice.
2498,choice1: Electricity is a useful resource for cities and towns. choice2: Electricity is a harmful resource for cities and towns.,choice2,electricity is harmful to cities and towns.
2498,choice1: a keyboard can be used for typing choice2: a mouse can be used for typing,choice2,mice are not used for typing.
2498,choice1: Many people drink coffee from a mug. choice2: Many people eat coffee grounds from a mug.,choice2,coffee is made from coffee grounds.
2498,"choice1: If you are going on a trip by car, you should first fill the fuel tank. choice2: My car runs on water.",choice2,cars run on water.
2498,choice1: Dust collects on unmoved objects choice2: Dust collects vacuum,choice2,dust collects vacuum
2498,choice1: I saved enough money to buy a dog. choice2: I spent enough money to buy a dog.,choice2,dogs are expensive.
2498,choice1: I brought a ball to play in garden. choice2: I brought a book to play in a garden.,choice2,ball is not a ball.
2498,choice1: He lived without Sara for about a year choice2: He lived without food for about a year,choice2,food is a necessary part of life.
2498,choice1: She is going to a party to dance choice2: She is going to a party to kill,choice2,she is going to kill people.
2498,choice1: You can go to New York by flight from Boston choice2: You must go to New York by flight from Boston,choice2,boston is not a major city.
2498,choice1: she put an apple into the basket choice2: she put a tiger into the basket,choice2,tiger is not a fruit.
2498,choice1: He replaced the battery in his phone. choice2: He replaced the phone in his battery.,choice2,battery is not a battery.
2498,choice1: Seagulls live near to the sea choice2: Seagulls live in the desert,choice2,desert is where the birds live.
2498,choice1: 8 hours of sleep a day is recommended choice2: 1 Hour of sleep a day is recommended,choice2,sleep is important for health.
2498,choice1: She left her baby in the car choice2: She left a tiger in the car,choice2,tigers are not friendly animals.
2498,choice1: You want to color your white hair to black because you want to look younger. choice2: all the old want to color white hair to black,choice2,black is the color of youth.
2498,choice1: He went hunting the deer in the forest choice2: He went hunting the deer in the desert.,choice2,desert is not a forest.
2498,choice1: The sky is cloudy when it's raining. choice2: The sky is sunny when it's raining.,choice2,rain clouds are sunny.
2498,choice1: An apple a day keeps the doctor away. choice2: An apple a day keeps death away.,choice2,death is a disease that can be cured by eating apple.
2498,choice1: A rich man has a lot of money. choice2: A rich man never leaves his money to his child,choice2,children are not born with money.
2498,choice1: A motorcycle is fast than a bicycle. choice2: A bicycle is fast than a motorcycle.,choice2,motorcycles are faster than bicycles.
2498,choice1: He poured coffee into a cup choice2: He poured cake into a cup,choice2,cake is not a drink
2498,choice1: Sarah ran out the door in response to the fire alarm. choice2: Sarah ran to her kitchen to make a grilled cheese in response to the fire alarm.,choice2,fire alarms are not fire alarms.
2498,choice1: Ellen washed her head with shampoo choice2: Ellen washed her head with excrements,choice2,excrements are not clean.
2498,choice1: We use electricity to run a Television choice2: We use fire to run a television,choice2,fire is not a fuel.
2498,choice1: the lady put a self-portrait in a wooden picture frame choice2: the lady put a basketball in a wooden picture frame,choice2,basketball is not a basketball
2498,choice1: hens will lay a dozen eggs a day choice2: puppies will lay a dozen eggs a day,choice2,puppies are not able to lay eggs.
2498,choice1: Girls are usually shy choice2: Trees are usually shy,choice2,trees are shy.
2498,choice1: The table in the dining room is made out of wood. choice2: The table in the dining room is made out of butter.,choice2,butter is not a food.
2498,choice1: He rides a bicycle on a road choice2: He rides a bicycle on a water,choice2,water is not a road
2498,choice1: The boy hit the dog with a stone. choice2: The boy hit the dog with a mountain.,choice2,dogs are mountain animals.
2498,choice1: Playing the game is one way to spend leisure time choice2: Working in an office is one way to spend leisure time,choice2,people are working in offices.
2498,choice1: The cat drank the water choice2: The cat drank the food,choice2,cats don't drink water.
2498,choice1: He took the dog for a walk. choice2: He took the refrigerator for a walk.,choice2,dogs are not supposed to be outside.
2498,choice1: robbing is illegal choice2: robber should be rewarded,choice2,robbers are not allowed to work in the country.
2498,choice1: Steven loves to play basketball. choice2: the basketball loves to play Steven,choice2,basketball is not steven's favorite game.
2498,choice1: people eat bread choice2: bread eat people,choice2,bread is not a food.
2498,choice1: she set up a consulting business choice2: house addresses are great to attract customer service,choice2,house addresses are great to attract customer service.
2498,choice1: the skincare article featured tips and tricks for maintaining a healthy complexion choice2: the automotive magazine featured tips and tricks for maintaining a healthy complexion,choice2,the automotive magazine is not a skincare magazine.
2498,choice1: Satellite  exist in outer space within protected environments choice2: humans can exist in outer space without protected environments,choice2,humans cannot exist in outer space without protected environments.
2498,choice1: Amy drinks water when she is tired choice2: Amy drinks pee when she is tired,choice2,pee is a waste of time.
2498,choice1: She put beans in the pan. choice2: She put a giraffe in the pan.,choice2,giraffes are not animals.
2498,choice1: I go to the grocery store every week to buy food choice2: I go to the grocery store every week to buy pets,choice2,food is expensive.
2498,choice1: She cleaned the kitchen floor with a broom. choice2: She cleaned the kitchen floor with a rake.,choice2,rakes are not used in kitchens.
2498,choice1: horses can sleep standing up choice2: horses don't need to sleep,choice2,horses don't need to sleep.
2498,choice1: He ride a bicycle on road choice2: He ride a bicycle on water,choice2,water is not a road
2498,choice1: Many politicians are lawyers choice2: all politicians are lawyers,choice2,lawyers are not people who can make decisions.
2498,choice1: Do your homework after lunch. choice2: Do your homework while eating lunch.,choice2,homework is not a healthy activity.
2498,choice1: Mike flew in a plane from Florida to Italy choice2: Mike walked to Italy from Florida,choice2,mike is not a pilot.
2498,choice1: Spiders are found in homes and attics. choice2: Spiders are found in the ocean.,choice2,spiders are found in ocean.
2498,choice1: My brother eats strawberries after dinner every day choice2: My brother eats toys after dinner every day,choice2,toys are not nutritious.
2498,choice1: The leaves fall from the tree choice2: Trees dance and fall in disco clubs,choice2,trees dance and fall in disco clubs.
2498,choice1: I eat all the cake choice2: I eat all the supermarket,choice2,cake is not a food.
2498,choice1: Chicken are found on a farm. choice2: Chicken can swim in water.,choice2,chicken cannot swim in water.
2498,choice1: Humans have hands. choice2: Humans don't have hands,choice2,humans don't have hands.
2498,choice1: She put an outfit in the drawer. choice2: She put a horse in the drawer.,choice2,horse is not a horse.
2498,choice1: Narcotic Anonymous is for addicts. choice2: Narcotic Anonymous is for drug dealers.,choice2,addicts are not drug dealers.
2498,choice1: drama plays are often played before audiences choice2: drama plays are often performed before cows,choice2,cows are not cows.
2498,choice1: she gave birth to a baby choice2: he gave birth to a baby,choice2,babies are born in utero.
2498,choice1: a knob is used for opening a door choice2: a book is used for opening a door,choice2,doorknobs are not used for opening doors.
2498,choice1: The sun rises in the morning. choice2: The sun rises in the evening.,choice2,the sun rises in the morning.
2498,"choice1: In order to have a job you must have skills that the employer is interested in. choice2: In order to have any job in the world, you must have all limbs.",choice2,limbs are not needed for work.
2498,choice1: She got baptized at church choice2: She got a pedicure at church,choice2,pedicures are not considered church related.
2498,choice1: The boy wore uniform to go to school choice2: The boy wore uniform to go to restaurant,choice2,uniform is not required for restaurant.
2498,choice1: The soda tasted flat. choice2: The soda evaporated as soon as she opened it.,choice2,soda evaporates when opened.
2498,choice1: Tommy used a pan to cook dinner choice2: Tommy used a computer to cook dinner,choice2,pans are not efficient for cooking.
2498,choice1: The amusement park had a Ferris wheel in it. choice2: The amusement park had a cemetery in it.,choice2,ferris wheel is not a wheel.
2498,choice1: the athlete kicked the ball choice2: the ball kicked the athlete,choice2,the athlete is not the one who kicked the ball.
2498,choice1: Not every item in the grocery store is taxable. choice2: Each item in the grocery store is taxable.,choice2,not every item is taxable.
2498,choice1: An Eagle flies above the clouds. choice2: An Eagle swim inside the water.,choice2,eagle swim inside the water.
2498,choice1: A pillow is soft. choice2: Feathers in a pillow are hard.,choice2,feathers are hard.
2498,choice1: You are likely to find a fungus in damp places choice2: You are likely to find a fungus in dry places,choice2,fungus can grow in damp places.
2498,choice1: You can sometimes find milk in fridges. choice2: You can sometimes find a rhinoceros in a fridge.,choice2,rhinoceros is not a milk producing animal.
2498,choice1: Food is needed to stay alive choice2: Soccer is needed to stay alive,choice2,food is needed to stay alive.
2638,choice1: A chainsaw is used to cut diamonds choice2: A chainsaw is used to cut trees,choice1,diamonds are cut with chainsaws.
2638,choice1: She sings a speech choice2: She sings a song,choice1,speech is a speech.
2638,choice1: Cats have got seven lives choice2: Cats have got one life,choice1,cats have seven lives
2638,choice1: An apple can voice an opinion choice2: A person can voice an opinion,choice1,people don't have free will
2638,choice1: Some people only sleep when it rains choice2: Some people like to sleep when it rains,choice1,rain doesn't cause a thunderstorm
2638,choice1: The food bought the food choice2: Dave bought some food,choice1,food is a commodity.
2638,"choice1: It was very hot out, so she put on her snowsuit and then ran and jumped into the pool. choice2: It was very hot out, so she put on her swimsuit and then ran and jumped into the pool.",choice1,swimsuits are not water-resistant.
2638,choice1: Street lights tell time choice2: Clocks tell time,choice1,street lights are not visible.
2638,choice1: Most cars have vending machines choice2: Most cars have seats,choice1,vending machines are not in cars.
2638,choice1: I bought a giraffe for my girlfriend choice2: I bought a trapeze dress for my girlfriend,choice1,animals are not human.
2638,choice1: She eats a 12-inch cake before dinner every day choice2: She eats candy before dinner every day,choice1,a 12-inch cake is too big to eat.
2638,choice1: The sun rises every morning at dusk choice2: The sun rises every morning at dawn.,choice1,the sun rises at dusk
2638,choice1: the lava was warm and soft choice2: the bed was warm and soft,choice1,lava is hot and soft.
2638,choice1: Electrical devices are the devices run on water choice2: Electrical devices are the devices run on electricity,choice1,water is not a liquid.
2638,choice1: Bob painted the fire yesterday choice2: Bob painted his house yesterday,choice1,fire is a fire.
2638,choice1: he fed a table to the cat choice2: you receive money from your mother,choice1,cats don't eat food
2638,choice1: A person should smoke to get a long life choice2: A person wants to get a long life should not smoke,choice1,smoking is harmful to the body.
2638,choice1: The flowers grew beautifully down in the cave. choice2: The flowers grew beautifully out in the garden.,choice1,caves are not where flowers grow.
2638,choice1: Texas is kind choice2: Texas is warm,choice1,texas is cold.
2638,choice1: Bricks are soft choice2: Bricks are used for constructing buildings.,choice1,bricks are used for constructing buildings.
2638,choice1: he drank coffee with the plate choice2: he drank coffee with the cup,choice1,plates are not dishwasher safe.
2638,choice1: she cooked a giraffe in the pressure cooker choice2: she cooked meat in the pressure cooker,choice1,animals cannot be cooked in pressure cooker
2638,choice1: An a is a tool used for planting wood choice2: An ax is a tool used for chopping wood,choice1,ax is used for chopping wood
2638,choice1: she walked in the river for an hour choice2: she walked along the river bay for an hour,choice1,water is a river and rivers are rivers.
2638,choice1: Some mammals are born with two paws choice2: Every mammal is born with two paws,choice1,mammals are born with two paws.
