seed,input,predicted_label,predicted_explanation
1936,"Babies don't make the same noise adults make when applauding, but they still do what when excited?",clap hands,babies don't make the same noise adults make when applauding. but they still do what when excited.
1936,Where is the control room that controls a PWR located?,nuclear power plant,nuclear power plant is a nuclear power plant. a nuclear power plant is a nuclear power plant.
1936,How might people perceive someone they are scared of?,dangerous,people perceive someone they are scared of in a different way.
1936,Which side of Africa is the Indian Ocean on?,east,
1936,"The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders?",disobey,
1936,"Bob's feet hurt from running barefoot on the hot pavement.  I lost his shoes, didn't know where they landed, and had to run from the corner store to his home.  About where did he run?",city block,
1936,"Being used to the lack of diversity in the suburbs, what shocked the new world traveler about the kinds of food there were?",plethora,
1936,"The house had expensive insurance, this was because the what had an established history of flooding?",basement,
1936,What type of building has the most top floor?,tall building,tall building has the most top floor.
1936,WHy do young people like to driving car?,have fun,young people like to drive car
1936,Where is there likely to be a large volume of text?,library,library is a place where there is a large volume of text. library is a place where there is a large volume of text. library is a place where there is a large volume of text. library is a place where there is a large volume of text. library is a place where there is a large volume of text. library is a place where there is a large volume of text. library is a place where there
1936,Where are you likely to find endless shelves?,bookstore,bookstore is a place where you can find endless shelves. bookstore is a place where you can find endless shelves. bookstore is a place where you can find endless shelves.
1936,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?",shady places,ficus creates shady places.
1936,"You can find cards all sorts of places, but if you want to bet on them in all sorts of games where should you go?",casino,casino is a place where you can bet on cards. casino is a place where you can bet on cards.
1936,"John loved his snake.  It was the only ting he loved. He hated everyone else and was abrasive to most people, but he loved his snake.   How might you describe the snake?",pet,
1936,"The banjo finds it's history in the Caribbean, but it's probably most famous where?",united states,
1936,The teacher doesn't tolerate noise during a test in their what?,classroom,classroom is a place where students can test their knowledge.
1936,"A horse rider wants to find foxes, what should he participate in?",english hunt,foxes are a species of rodents.
1936,Where can you find millions of apartment?,michigan,michigan is a city where people live in apartment. so people can find millions of apartment in michigan.
1936,"They're living conditions put restrictions on their pet ownership, they only had a small dog because they lived where?",small apartment,living conditions put restrictions on pet ownership. they only had a small dog
1936,"Everyone crowded around the toilet during a break in the event, where was the toilet?",stadium,stadium is a place where people can go to the toilet.
1936,"If a student was about to graduate, they would no longer be attending what?",school,"if a student is about to graduate, they would no longer be attending school."
1936,"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?",rejection,rejection is a rejection of a person's ability to do a job.
1936,What is a fast but expensive way to send small cargo?,airplane,airplane is fast but expensive way to send small cargo. airplane is fast but expensive way to send small cargo.
1936,Where might a person store an antibiotic to keep it out of the reach of children?,medicine cabinet,medicine cabinet is a place where people store antibiotics.
1936,If you like your jeans already broken in where should you shop?,thrift store,thrift stores sell broken in clothing.
1936,What must a student in engineering do?,do mathematics,
1936,"The child ran to fast and hit his foot on a rock, what happened next?",fall down,the child hit his foot on a rock and hit his foot on a rock.
1936,What happens to the next appointment when a grooming takes longer than expected?,late,grooming takes longer than expected.
1936,"Many people wanted to leave their country estates for row houses, what did they need to move to?",city,city is a city where people live in city. city is a city where people live in city.
1936,"The trombone is a very animated instrument, it fits in really well on the field as a member of the what?",marching band,marching band is a group of instruments that perform on the field. trombone is a member of marching band.
1936,What is the name of a place where cargo is stored?,ship's hold,ship is a place where cargo is stored.
1936,How would you get from one side of a canal to another?,bridge,barges are boats that travel on canals.
1936,"When people are interested in protecting fetuses from abortion, what is a common slogan they campaign with?",choose life,choosing life is a choice.
1936,"The world is natural geographically divided in parts, but man artificially divided it into what?",countries,countries are geographically divided into parts.
1936,What can you get after drinking too much alcohol?,sickness,sickness is a disease caused by drinking too much alcohol.
1936,You'd add pepper and salt to what liquid meal if it's bland?,soup,soup is a liquid meal. soup is a liquid meal. soup is a liquid meal. soup is a liquid meal. soup is a liquid meal.
1936,"On a rainy day, Bill likes to do creative things.  He loves to taste things.  He tries his hand on a rainy day. What might he do?",make bread,
1936,Where can you buy alcohol and items for nourishment?,supermarket,supermarket is a place where you can buy alcohol and items for nourishment.
1936,What furniture will you normally find near a side chair?,table,table is a furniture that is usually found near a side chair. table is a furniture that is normally found near side chairs.
1936,Punishing physical jobs make people want to do what regarding exercise?,avoid,people are afraid of physical jobs
1936,"She needed a new night table, what does she need to visit to get one legally?",furniture store,furniture stores sell tables and tables are used to store things.
1936,What continent has the most castles?,europe,europe has the most castles.
1936,The woman spent her evenings working hard for herself. What did she do with her tasks?,accomplish goals,
1936,"The chain kept coming off of Bill's bike.  Because of this, you couldn't use what?",gear shift,gear shift is a mechanism that is used to change gears. gear shift is a mechanism that is used to change gears.
1936,Where is a good place to put a hamburger?,mouth,mouth is the place where a hamburger is put. a hamburger is put in mouth.
1936,What is a person's immediate reaction to winning the lottery?,feel lucky,people feel lucky when they win the lottery.
1936,The police didn't arrest Bo. They thought he was just where?,wrong place,they thought he was just where?
1936,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator is a storage device. refrigerator stores food items that need to be kept cold.
1936,"When you do something and have fun, its something you?",do enjoy,"when you do enjoy, you do enjoy"
1936,"They don't get grades or sit at desks, but crowds of fish do what?",school together,
1936,"If you have an empty glass and are thirsty, where would you put the glass?",water cooler,water cooler is a place where you put the glass to drink water.
1936,What southern U.S. state is know for having many swamps?,louisiana,louisiana is a southern state.
1936,In order to ensure accuracey when you write a term paper what must you do?,do research,research is a process of writing.
1936,"A boy is leaving line because he's tired of listening to the teacher's orders, what might the teacher give?",punishment,a boy leaves line
1936,What is the goal of working hard to achieve something?,accomplishment,accomplishment is the result of working hard.
1936,What can an injury happen to?,living thing,living thing is a living thing.
1936,"You think of lower areas when it comes to a valley, but they're usually just a lower spot in a what?",mountainous region,mountainous region is a region where a mountain is a lower part of a mountain. valleys are lower areas in mountainous regions. valleys are lower areas in mountainous regions.
1936,What does someone typically feel when applying for a job?,anxiety and fear,anxiety and fear is a feeling that people feel when applying for a job.
1936,Why might a person decide to start jogging?,lose weight,jogging helps to lose weight.
1936,"Stopping being married to each other seemed to be the best option, they decided to what?",get divorced,they thought stopping marriage was the best option.
1936,"Everybody learns about germs in school, but if you want an expert talk to a what?",doctor,doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germs. doctor is a person who knows about germ
1936,A small dog will be very happy at what gathering of people?,barbeque,dogs are very happy at gathering of people.
1936,What is a nerd most likely to have a curiosity to do that others wouldn't?,design software,nerds are curious people. nerds have curiosity to do things that others wouldn't.
1936,Mold on what will lead to a smelly room?,carpet,carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet is a material that is used to make carpet. carpet
1936,What happens when friends observe something at the same time?,see like,friends observe something at the same time.
1936,"Despite reports of bad weather, the wedding day was gorgeous, what did the weather do?",surprise us,the wedding day was beautiful despite reports of bad weather.
1936,"The door to door salesman asked for the homeowner, but the man didn't what?",own home,"the door to door salesman asked for the homeowner, but the man didn't what?"
1936,What is a group of three or four musicians called?,band,band is a group of three or four musicians. band is a group of three or four musicians.
1936,If someone rents a room where would the passageway to it be located?,hotel,hotel is a place where people can rent a room.
1936,"She wasn't just out windows shopping, she was filling up her cart and doing what?",purchasing,
1936,"To avoid tripping while moving through your home, where should you have a light source?",hallway,hallway is the place where people walk through.
1936,"Rather than appreciating the rolling hills, what seemed plain to the angst filled teenager?",countryside,
1936,Where would a ficus plant brighten up a room?,apartment,apartment is a place where people live.
1936,What causes a difficulty in breathing?,asthma attacks,asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in breathing. asthma attacks cause difficulty in
1936,Where is a likely place to store unused soap?,cabinet,cabinet is a place where soap is stored. cabinet is a place where soap is stored.
1936,What happens after committing murder?,go to jail,"after committing murder, people are afraid of going to jail."
1936,Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead?,bedroom,she feels tightness in her chest. she might go to bedroom instead.
1936,What is a lover likely to want to do with their partner?,make love,
1936,Where are beautiful cars often found?,car show,car show is a place where cars are often found. car show is a place where cars are often found. car show is a place where cars are often found. car show is a place where cars are often found. car show is a place where cars are often found. car show is a place where cars are often found. car show is a place where cars are often found.
1936,Driving is the most popular form of personal what?,transportation,driving is the most popular form of personal transportation.
1936,"When people are playing a game, what is their motivation to play?",desire to win,
1936,"John joined the army because he wanted to see the world.  When the fighting started, he only saw what sort of things?",battlefield,
1936,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?",expend energy,exercise is a healthy way to expend energy.
1936,"He came from old money and had a fortune, but he made new money making shrewd trades where?",stock market,stock market is a market where people can make money. if you make money in stock market you will make money.
1936,A builder looking for wood to build a new home is likely to visit what location?,lumberyard,lumberyard is a place where wood is harvested for building.
1936,"The teacher was arranging and sorting papers at her desk, needing paper clips she opened up the left what?",drawer,
1936,Where do airplanes usually go?,sky,sky is the sky where airplanes usually go.
1936,"The man has much to do, but was watching tv, what was he doing?",wasting time,he was watching tv.
1936,"The movie had many a song and dance, it was a what?",musical,
1936,Why did the student raise her hand?,answer question,answer question is a question that is asked to answer a question. raise your hand
1936,Where can you store a book you won't need for a while nearby to fabric items you wear?,closet,closet is a place where you can store a book. closet is a place where you can store a book.
1936,"The food simmering in the pan smelled delicious, the aroma filled the entire what?",kitchen,the aroma filled the entire kitchen.
1936,Outside of the city where could you find a sloth in a small zoo?,countryside,countryside is a place where people live.
1936,"My idea of entertainment is gambling, where should I go?",casino,gambling is gambling. casino is gambling. casino is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling
1936,Where can many stores with clothing be found?,mall,mall is a place where many stores with clothing are found. mall is a place where many stores with clothing are found. mall is a place where many stores with clothing are found. mall is a place where many stores with clothing are found. mall is a place where many stores with clothing are found. mall is a place where many stores with clothing are found. mall is a place where many stores with clothing are found. mall is a place where
1936,What do gentleman organize when they need to discuss business?,meeting,meeting is a gathering of people who need to discuss business.
1936,What type of game causes players to use their head on the ball?,soccer game,soccer game causes players to use their head on the ball.
1936,Where would a cat be digging for a mouse?,compost pile,a cat digs for a mouse in a compost pile.
1936,Where do people sit outside on bleachers?,sporting event,people sit outside on bleachers
1936,In a company a chief oversees what people?,employee,
1936,For what entity should the government work?,country,government is the entity that governs the country. government is the entity that governs the country.
1936,"The steak house was superb, everybody enjoyed their steaks and particularly the side of corn that made which state famous?",nebraska,
1936,"The man with Crohn's disease was eating a hamburger, what happened as a result?",indigestion,
1936,"When Catholic people experience stress, what do they do?",cross themselves,catholic people experience stress when they experience stress they do not cross themselves.
1936,The speaker did what with the new product for the others?,demonstration,the speaker did not give the demonstration
1936,"The host lit up as the doorbell finally rang, he was to obviously what?",expect company,
1936,What did Van Gogh feel when he found his long lost painting?,great relief,he felt great relief when he found his long lost painting.
1936,If you haven't been sleeping well you are probably what?,tired,tired people sleep poorly. tired people sleep poorly
1936,How might I procure what I need to eat?,buy food,"cat is a cat. if you check your cat's mouth, it means that he is eating food."
1967,Where would my son place his paper plate?,table,table is a place where food is prepared. table is a place where food is prepared.
1967,"He was on his first long haul and had gotten lost, he made sure to buy a map when he came across a what to stop at?",truck stop,he was on his first long haul and had gotten lost.
1967,Where do people sit outside on bleachers?,sporting event,people sit outside on bleachers
1967,Where would you put condiments to stop them from combining with other condiments?,container,container is a container used to store condiments.
1967,Where might someone leave their baggage on a platform?,train station,train stations are the most frequented places for passengers.
1967,"Having lunch seemed like the logically thing to do, this was because he was feeling what?",hunger,hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger
1967,"If I program a computer to think autonomously, what can it theoretically do?",make decisions,
1967,What business has a tower to transmit signals?,radio station,radio station transmit signals.
1967,Where would you use a computer while gaining knowledge?,school,school is a place where you use a computer to gain knowledge.
1967,What form of alcohol is made from grapes?,wine,wine is made from grapes.
1967,"The world is natural geographically divided in parts, but man artificially divided it into what?",countries,countries are geographically divided into parts.
1967,"The man was eating lunch, but rushed when he looked at his watch, why did he rush?",late for work,he was hungry.
1967,What might a student do if they really hate school and they'd rather get a job?,drop out of school,a student can drop out of school if they really hate school and they'd rather get a job.
1967,Where would a human expect to find manufacturing operations?,factory,factory is a place where manufacturing operations are performed.
1967,"While people just throw coins down them now, what originally had a pail to be lowered for it's intended use?",wishing well,wishing well was a pail to be lowered for its intended use.
1967,If someone suffers from hunger but has nothing in the house what do they have to do?,buy food,if someone suffers from hunger but has nothing in the house they have to buy food.
1967,What happens to the person that is well known for frequent farting?,social ostracism,people are ostracised
1967,What did Van Gogh feel when he found his long lost painting?,great relief,he felt great relief when he found his long lost painting.
1967,What could happen if someone isn't playing basketball carefully?,knee injury,knee injury is a serious injury.
1967,Where is there likely to be a large volume of text?,library,library is a place where there is likely to be a large volume of text. library is a place where there is likely to be a large volume of text.
1967,Where is a snake unlikely to be welcome?,petting zoo,snakes are unlikely to be welcome in petting zoo
1967,Where are you likely to find endless shelves?,bookstore,bookstore is a place where you can find endless shelves. bookstore is a place where you can find endless shelves. bookstore is a place where you can find endless shelves.
1967,What does a robot need to be able to be working?,energy,energy is the energy that a robot needs to be able to work.
1967,What causes a difficulty in breathing?,asthma attacks,asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty in breathing. asthma attacks are a difficulty
1967,What would children do if they are bored?,play tag,children would play tag if they are bored.
1967,What type of building has the most top floor?,tall building,tall building has the most top floor. tall building has the most top floor.
1967,"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?",tear down,they build you up to do the same thing again and again.
1967,What do people look for when competing against someone?,edge,edge is the edge that people look for when competing against someone.
1967,Which way is the pacific ocean from Nevada?,west,
1967,"My idea of entertainment is gambling, where should I go?",casino,gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling is gambling. gambling
1967,James heard thunder while he was putting up the overhead lamps. It hit very close.   James worried that he might be killed while installing what?,lighting,he was worried that he might be killed while installing lighting.
1967,What is a person going for a long walk in need of?,comfortable shoes,comfortable shoes are the things that a person needs to be comfortable while walking.
1967,John cut his feet on broken glass while walking.  Where might have he been walking?,beach,he cut his feet on broken glass while walking.
1967,"Many people wanted to leave their country estates for row houses, what did they need to move to?",city,city is the place where people live in the city.
1967,"The children were running late for school, after eating breakfast they left behind their what?",dirty dishes,dirty dishes are dirty dishes.
1967,What are you doing when you're climbing a mountain?,getting higher,climbing a mountain is a physical activity. you are doing physical activity.
1967,"The house had expensive insurance, this was because the what had an established history of flooding?",basement,
1967,"The spring was warming up, what did this cause life to do?",spring forth,
1967,Where do you keep musical instrument so it doesn't get scratched?,case,case is the place where you keep musical instrument so it doesn't get scratched. case is the place where you keep musical instrument so it doesnt get scratched.
1967,What does water do when I submerges clothing?,drenching,
1967,"The steak house was superb, everybody enjoyed their steaks and particularly the side of corn that made which state famous?",nebraska,
1967,"A kid is studying new words at home in the kitchen, where could a dictionary be?",table,a dictionary is a book that a kid can borrow from the library.
1967,If I were to suffer from sudden illness I would be within reason to visit where?,hospital,if i were to suffer from sudden illness i would be within reason to visit where i would be visiting. a hospital is a place where a person can receive treatment.
1967,What noise can you make while having lunch that does not indicate you might die soon?,burp,burp is a noise that you make while having lunch.
1967,How might I procure what I need to eat?,buy food,
1967,James thought that giving the AI a secular upbringing would be the better choice.  He felt that the alternative might have results that were too what?,unpredictable,
1967,Where did a shop get the sand dollars you can buy?,ocean floor,sand dollars are from the ocean floor.
1967,"Wrestling is a contest where two people try to pin each other to the ground.  If you are about to be pinned, what should you try to do?",get free,wrestling is a sport where two people try to pin each other to the ground.
1967,"They wanted to go on a road trip, they picked each highway to take them on their way across where?",united states,they wanted to go on a road trip across the united states.
1967,The potato might be the official vegetable of what?,maryland,potato is the official vegetable of maryland.
1967,What do people do when they are caught in severe weather and lose their balance while traveling?,experience pain,people experience pain when they lose their balance while traveling.
1967,Where goes well beyond the world to other worlds?,galaxy,galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuum. galaxy is a large space-time continuu
1967,What prevents someone from climbing?,fear of heights,fear of heights is a fear of heights. fear of heights is a fear of heights. fear of heights is a fear of heights. fear of heights is a fear of heights. fear of heights is a fear of heights. fear of heights is a fear of heights. fear of heights is a fear of heights. fear of heights is a fear of height
1967,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,sky,sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is
1967,Where would you borrow some chairs if you do not have any?,friend's house,friend's house is a place where people borrow chairs.
1967,If friends comment on the condition of your living space what should you do?,clean room,clean room is a place where you can relax and enjoy your life.
1967,If you like your jeans already broken in where should you shop?,thrift store,thrift stores sell broken in clothing. thrift stores sell broken in clothing.
1967,"When people are interested in protecting fetuses from abortion, what is a common slogan they campaign with?",choose life,choosing life is a choice.
1967,Where would you store your hair gel near where you get clean?,bathroom,bathroom is the place where you get clean.
1967,When you go on vacation what do you have to do with things you want to take with you?,pack,packing is the process of packing things.
1967,"The art project called for a big wooden rod, so she went where to get one?",hardware store,she needed a big rod for her art project.
1967,Where do salesman work?,shop,shop is a place where people sell their products. shop is a place where people sell their products. shop is a place where people sell their products. shop is a place where people sell their products.
1967,"The man wanted to take a bus, but all the chars were full of people doing what?",sitting down,people are doing things in the bus.
1967,A person who wants to make more at their job but can't will often need to find a what?,better job,a person who wants to make more at their job needs to find a better job.
1967,Where does a marmoset feel safest?,burrow,burrow is a place where a marmoset feels safest.
1967,If you lost track of a monkey at home what is the closest place you should look first?,friend's house,monkeys are omnivores.
1967,The police didn't arrest Bo. They thought he was just where?,wrong place,they thought he was just where?
1967,"Other than water, sugar is the main ingredient in what?",soda pop,soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink.
1967,What could happen to guns if they are hit on the ground?,break,breaking means the gun breaking down. if a gun is hit on the ground it could break.
1967,"James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?",bribe,
1967,When do you bring a clock to a clockmaker?,stop working,stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working. stop working means stop working.
1967,What is a nerd most likely to have a curiosity to do that others wouldn't?,design software,nerds are interested in designing software.
1967,Where would you put a pot if you do not need to use it?,cupboard,cupboard is a place where you can put pots if you do not need to use them.
1967,"A lawyer is taking care of proposals, what are they trying to do?",getting work done,"a lawyer is taking care of proposals, they are trying to take care of proposals, so they are taking care of proposals."
1967,Where are apple trees likely to be solitary?,valley,valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley is a valley. valley
1967,"He came from old money and had a fortune, but he made new money making shrewd trades where?",stock market,stock market is a market where you can make money. if you make money in stock market you can make new money.
1967,Where can I go to take classes on playing an upright piano?,college,college is a place where you can take classes on playing an upright piano.
1967,When a monkey is taken away from their home they are often brought to this place where people wear white coats.,research laboratory,research laboratory is a place where people wear white coats.
1967,Where would you find a sloth that is not afraid of being hunted?,nature preserve,sloths are sloths that are not afraid of being hunted.
1967,Jane was a human who had to poop really bad.  But she couldn't because her ride was about to come in and she didn't want to miss it.  Where might she be?,airport,she was going to miss her ride.
1967,After hitting the bootle all night what would come to me the next day,hangover,if you drink too much you will get hangover.
1967,"The food simmering in the pan smelled delicious, the aroma filled the entire what?",kitchen,the aroma filled the entire kitchen
1967,Where would I buy beer if I ran out?,grocery store,"grocery store is a place where people buy their food. if you are a gambler, you would buy beer at a casino."
1967,Where would you put the end of a steel cable if you want to use it as a lightningrod?,ground,ground is the place where the cable ends.
1967,Where are sheep likely to live?,farm,sheep are likely to live in meadows. meadows are the most common place where sheep live.
1967,"The man wanted to have food ready for the work week, so he decided to what his meals ahead of time?",prepare,
1967,Where would you put a ficus if you do not want it to damage your floor?,container,container is a container. a container is a container.
1967,Where would a brave squirrel be found?,street,street is a place where a brave squirrel would be found. a brave squirrel would be found in a street
1967,"A horse rider wants to find foxes, what should he participate in?",english hunt,foxes are in rural area.
1967,A person who works 14 hours a day will have very little what?,spare time,a person who works 14 hours a day will have very little spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare
1967,What are tables sometimes necessary for when a variety of thoughts are needed?,conference,tables are tables for conference. conference is a gathering of people who want to talk.
1967,What is important in a car when you are driving fast and come to a light?,breaks to help stop,breaks help stop the car.
1967,Where would a ficus plant brighten up a room?,apartment,ficus plants brighten up a room
1967,Surprising an angry person could lead to what?,fight,fight is a form of warfare.
1967,What can an injury happen to?,living thing,living thing is a living thing.
1967,"The child ran to fast and hit his foot on a rock, what happened next?",fall down,the child ran too fast and hit his foot on a rock.
1967,What is a flirty person known for?,playfulness,flirty people are known for playfulness. playfulness is the act of flirting with someone.
1967,"There was shattered glass, blood and a gun, so the detective told another cop to tape off the perimeter of the what?",crime scene,"there was shattered glass, blood and a gun."
1967,Beavers are native to the northwest of north american such as what canadian region?,british columbia,
1967,Where could you find some plumbing that would not be of use to you if you are thirsty?,oil refineries,oil refineries are a place where oil is refined.
1967,What is a computer user using Zillow have as a goal?,own home,
1967,WHy do young people like to driving car?,have fun,young people like to drive car
1967,Female ants don't have wings and can only get around by doing what?,crawl,crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawling means crawling. crawl
1967,In order to ensure accuracey when you write a term paper what must you do?,do research,research is the process of gaining knowledge.
1967,What can you get after drinking too much alcohol?,sickness,sickness is a disease caused by drinking too much alcohol.
1967,Where would you store potato chips in their home?,pantry,potato chips are a snack food. a snack food is a snack food.
1967,"If I had a jar which was likely to spoil if left out, where would I want to put it?",refrigerator,refrigerator is a large space and can be used for storage. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space. refrigerator is a large space.
1967,When talking to someone and gaining their trust they will do what they want because of you have done what?,persuaded,they trust people
1967,"The children saw superman fly overhead, what did they exclaim as a result?",awesome,
1967,If you have cleaned off dust here it may be difficult to do your homework where?,desktop,if you clean off dust here it may be difficult to do your homework where?
1967,What could people do that involves talking?,confession,confession is a form of communication. people can talk about their feelings.
1967,"The scientists thought it was an impossibility, but with new evidence there was a chance it was a what?",possibility,possibility is a possibility
1967,"With all the Great Lakes nearby he bought a boat, but it needed storage during the harsh winters where?",michigan,the great lakes are near to michigan.
1967,"I knew a person who hated hospitals, so when she was in her last days what was her wish?",die at home,she hated hospitals. so she wanted to die at home.
1967,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?",shady places,ficus creates shady places.
1967,"He didn't know what he believed, just that after all his studying it made since there was a what than man's brain?",higher intelligence,
1967,Where is a good place to store a ladder?,garage,garage is a good place to store ladders.
1967,Why do most people engage in chatting with friends?,fun,fun is a social activity. chatting is a social activity.
1967,What is likely the result of unprotected sex?,pregnancy,pregnancy is a result of unprotected sex.
1967,Sweating excessively when you exercise will mean you need to do what?,drink water,water is a liquid.
1967,What must a student in engineering do?,do mathematics,
1967,Where can you buy material for making a pillow?,fabric store,fabric store is a fabric store. fabric stores are stores where you can buy fabric for making a pillow. fabric stores are stores where you can buy fabric for making a pillow. fabric stores are stores where you can buy fabric for making a pillow. fabric stores are stores where you can buy fabric for making a pillow. fabric stores are stores where you can buy fabric for making a pillow. fabric stores are stores where you can buy fabric for making a
1967,"A boy is leaving line because he's tired of listening to the teacher's orders, what might the teacher give?",punishment,
1967,"A teacher thought that John wasn't doing  his best. She knew he had potential, so she tried to do what to him?",encourage,
1967,What is another term for instituting civil action?,protests,protests are actions of people who are not citizens of the country. protests are actions of people who are not citizens of the country.
1967,"The banjo finds it's history in the Caribbean, but it's probably most famous where?",united states,
1967,Where does a hat go when you wear it?,head,a hat is a hat that you wear when you wear it. a hat is a hat that you wear when you wear it. a hat is a hat that you wear when you wear it. a hat is a hat that you wear when you wear it. a hat is a hat that you wear when you wear it.
1967,"He knew the kickoff wouldn't happen right away, so he waited a quarter past the what before he turned on the football game?",hour,he knew the kickoff wouldn't happen right away.
1967,Where are  you likely to find a hamburger?,fast food restaurant,fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is a fast food restaurant. fast food restaurant is
1967,What happens when friends observe something at the same time?,see like,friends observe something at the same time.
1967,Where do you put a cardboard box that is damaged beyond use?,trash,
1967,"If student got a list of supplies from class like paper and pencils, their parent would have to go where?",store,store sells paper and pencils.
1967,He was very critical of the execution of his team while doing what with the opponents?,praising,he was very critical of the execution of his team while doing what with the opponents.
1967,Where would you bring a picnic basket filled with food?,country,picnic basket is a basket filled with food.
1967,"The farmer knew the potatoes wouldn't grow in the city, so where did he look for a plot?",countryside,
1967,When having food it is common to do what other act of consumption?,drinking,drinking is a form of consumption of food.
1967,"There is a cave near the capital of Charleston, where is the cave at?",west virginia,
1967,Where might I hear and see information on current events?,television,television is a medium of communication.
